YEAR,PAPER,DATE OF REPORT,DATE OF INCIDENT,LOCATION,HEADLINE,LINK
,,"MAY 22, 2017",Delta State,"Declare emergency on rampaging herdsmen, monarch urges Okowa",https://www.vanguardngr.com/2017/05/declare-emergency-rampaging-herdsmen-monarch-urges-okowa/,
,,"MAY 18, 2017",Jos ,"2 herdsmen allegedly tie 2 sisters on a tree, rape them",https://www.vanguardngr.com/2017/06/2-herdsmen-allegedly-tie-2-sisters-tree-rape/,
,,"MAY 16, 2017",Delta State,Deltans condemn herdsmen’s rampage,https://www.vanguardngr.com/2017/05/deltans-condemn-herdsmens-rampage/,
,,"MAY 15, 2017","Ndokwa East Local Government Area, Delta State","Herdsmen invade Delta community again, kill 5",https://www.vanguardngr.com/2017/05/herdsmen-invade-delta-community-kill-5/,
,,"MAY 15, 2017",,Herdsmen Menace: Okowa Calls For Intelligence Gathering,https://www.vanguardngr.com/2017/05/herdsmen-menace-okowa-calls-intelligence-gathering/,
,,"MAY 15, 2017",Mokwa Local Government Area of the state,"Niger Again: 5 die in herdsmen, villagers’ clash",https://www.vanguardngr.com/2017/05/niger-5-die-herdsmen-villagers-clash/,
,,"MAY 14, 2017",Owan East Local Government Area of Edo State,"Herdsmen rape woman, beat husband to pulp in Edo",https://www.vanguardngr.com/2017/05/herdsmen-rape-woman-beat-husband-pulp-edo/,
,,"MAY 13, 2017",Mokwa Local Government Area of Niger State,"Herdsmen invade mosque in Niger, kill 21",https://www.vanguardngr.com/2017/05/herdsmen-invade-mosque-niger-kill-21/,
,,"MAY 12, 2017",,Herdsmen Attacks: FG should raise its game – Senator Bassey,https://www.vanguardngr.com/2017/05/herdsmen-attacks-fg-raise-game-senator-bassey/,
,,"MAY 8, 2017",Logo Local Government Area of Benue state,8 persons feared dead as suspected herdsmen attack 2 Benue villages, https://www.vanguardngr.com/2017/05/8-persons-feared-dead-suspected-herdsmen-attack-2-benue-villages/,
,,"MAY 7, 2017","Tse-Akaa, Mba’abaji and Tse-Orlalu villages in Logo Local Government Area of Benue State","Again 15 die, scores injured, others missing as herdsmen invade Benue communities",https://www.vanguardngr.com/2017/05/15-die-scores-injured-others-missing-herdsmen-invade-benue-communities/,
,,"MAY 6, 2017","Ndokwa East Local Government Area, Delta State,","Herdsmen attack trader, cart away N350,000, foodstuff in Delta community", https://www.vanguardngr.com/2017/05/herdsmen-attack-trader-cart-away-n350000-foodstuff-delta-community/,
,,"MAY 5, 2017",Delta State,UPU decries herdsmen’s invasion of Urhoboland,https://www.vanguardngr.com/2017/05/upu-decries-herdsmens-invasion-urhoboland/,
,,"MAY 3, 2017",,Handle challenges of Fulani herdsmen with caution – Ooni of Ife, https://www.vanguardngr.com/2017/05/handle-challenges-fulani-herdsmen-caution-ooni-ife/,
,,"MAY 3, 2017","Ndokwa East Local Government Area, Delta State","Herdsmen attack trader, cart away N350, 000, bags of rice, beans",https://www.vanguardngr.com/2017/05/herdsmen-attack-trader-cart-away-n350-000-half-bags-of-rice-and-beans-in-delta-community/,
,,"APRIL 29, 2017",Ogun State,Herdsmen have invaded my home – Soyinka,https://www.vanguardngr.com/2017/04/herdsmen-invaded-home-soyinka/,
,,"APRIL 29, 2017",Delta State,Herdsmen killing in Abraka: Omo-Agege asks constituents against resorting to anarchy,https://www.vanguardngr.com/2017/04/herdsmen-killing-abraka-omo-agege-asks-constituents-resorting-anarchy/,
,,"APRIL 26, 2017","Ethiope-East Local Government Area, Delta State","Tension, as herdsmen behead another villager in Delta",https://www.vanguardngr.com/2017/04/tension-herdsmen-behead-another-villager-delta/,
,,"APRIL 25, 2017",Delta State,N-Delta youths warn herdsmen against killing of southerners,https://www.vanguardngr.com/2017/04/n-delta-youths-warn-herdsmen-killing-southerners/,
,,"APRIL 24, 2017",Benue State,Ortom calls for ranching as panacea for herdsmen clashes,https://www.vanguardngr.com/2017/04/ortom-calls-ranching-panacea-herdsmen-clashes/,
,,"APRIL 24, 2017",,FG to hold national conference in June to end farmers-herdsmen clashes,https://www.vanguardngr.com/2017/04/fg-hold-national-conference-june-end-farmers-herdsmen-clashes/,
,,"APRIL 24, 2017",Isi-Uzo Local Government Area of Enugu State,Tension in Enugu community over alleged herdsmen shootings,https://www.vanguardngr.com/2017/04/tension-enugu-community-alleged-herdsmen-shootings/,
,,"APRIL 20, 2017",Gwer Local Government Area of Benue,"Suspected herdsmen kill one, injure many in reprisal attack in Benue — Police",https://www.vanguardngr.com/2017/04/suspected-herdsmen-kill-one-injure-many-in-reprisal-attack-in-benue-police/,
,,"APRIL 19, 2017","Umuahia North Council, Abia state",Monarch laments destruction of cassava farm by herdsmen,https://www.vanguardngr.com/2017/04/monarch-laments-destruction-cassava-farm-herdsmen/,
,,"APRIL 18, 2017",Kwara State,Kwara to commence herdsmen registration,https://www.vanguardngr.com/2017/04/kwara-commence-herdsmen-registration/,
,,"APRIL 11, 2017","Ebedei community in Ukwuani Local Government Area, Delta State",Villagers flee as herdsmen attack Delta communities,https://www.vanguardngr.com/2017/04/villagers-flee-herdsmen-attack-delta-communities/,
,,"APRIL 10, 2017",Cross Rivers State/ AkwaIbom,Herdsmen attack: FG not doing enough to protect Nigerians-Sen Bassey,https://www.vanguardngr.com/2017/04/herdsmen-attacks-fg-not-enough-protect-nigerians-sen-bassey/,
,,"APRIL 9, 2017",Delta State,‘Herdsmen killed my father while looking for my HND form money’,https://www.vanguardngr.com/2017/04/herdsmen-killed-father-looking-hnd-form-money/,
,,"APRIL 4, 2017",Delta State,"Group blames high cost of farm produce on govt, herdsmen",https://www.vanguardngr.com/2017/04/group-blames-high-cost-farm-produce-govt-herdsmen/,
,,"APRIL 2, 2017",Kwande Local Government Area of Benue State,"Suspected herdsmen attack villages, kill 2 farmers in Benue",https://www.vanguardngr.com/2017/04/suspected-herdsmen-attack-villages-kill-2-farmers-benue/,
,,"APRIL 2, 2017",Bayelsa State,Grazing Area: Centre moves to sensitise herdsmen in Bayelsa,https://www.vanguardngr.com/2017/04/grazing-area-centre-moves-sensitise-herdsmen-bayelsa/,
,,"MARCH 28, 2017",,Tackling herdsmen’s menace before it destroys Nigeria, https://www.vanguardngr.com/2017/03/tackling-herdsmens-menace-destroys-nigeria/,
,,"MARCH 28, 2017",Orumba South local government of Anambra State,15 Anambra communities raise alarm over activities of herdsmen, https://www.vanguardngr.com/2017/03/15-anambra-communities-raise-alarm-activities-herdsmen/,
,,"MARCH 27, 2017","Ethiope East Local Government Area, Delta State",We’re under siege by herdsmen —Delta community,https://www.vanguardngr.com/2017/03/siege-herdsmen-delta-community/,
,,"MARCH 26, 2017",Nasarawa North senatorial district of the state,Miyetti Allah association advises herdsmen against destruction of farm produce,https://www.vanguardngr.com/2017/03/miyetti-allah-association-advises-herdsmen-destruction-farm-produce/,
,,"MARCH 26, 2017",Kwande Local government area of Benue state ,Suspected herdsmen kill prison inmate in Benue,https://www.vanguardngr.com/2017/03/suspected-herdsmen-kill-prison-inmate-benue/,
,,"MARCH 26, 2017",Kwande Local Government Area of Benue State,"Riot in Benue prison, as herdsmen kill inmate", https://www.vanguardngr.com/2017/03/riot-benue-prison-herdsmen-kill-inmate/,
,,"MARCH 25, 2017",South-West region,US Consulate wades into Fulani herdsmen/farmers feud in S/West,https://www.vanguardngr.com/2017/03/us-consulate-wades-fulani-herdsmenfarmers-feud-swest/,
,,"MARCH 25, 2017","Jato-Aka Farm Centre, Benue State",One killed as herdsmen invade Prison Farm Centre in Benue,https://www.vanguardngr.com/2017/03/one-killed-herdsmen-invade-prison-farm-centre-benue/,
,,"MARCH 24, 2017","Agudama community in Yenagoa Local Government Area, Bayelsa state.",Police avert herdsmen/farmers clash in Bayelsa,https://www.vanguardngr.com/2017/03/police-avert-herdsmenfarmers-clash-bayelsa/,
,,"MARCH 23, 2017","Illah, Delta","Farmers raise alarm over herdsmen invasion, kidnapping in Delta",https://www.vanguardngr.com/2017/03/farmers-raise-alarm-herdsmen-invasion-kidnapping-delta/,
,,"MARCH 21, 2017",Oke Ako –Ipao axis of Ekiti State,Ekiti farmers protest N35m crops destruction by herdsmen,https://www.vanguardngr.com/2017/03/ekiti-farmers-protest-n35m-crops-destruction-herdsmen,
,,"MARCH 12, 2017",Buruku Local Government Area of Benue State,"Herdsmen kill APC scribe, taxman in Benue",https://www.vanguardngr.com/2017/03/herdsmen-kill-apc-scribe-taxman-benue/,
,,"MARCH 10, 2017",Mkgovur village in Buruku local government area of Benue State.,"Seven feared dead in Benue renewed herdsmen, natives’ clash",https://www.vanguardngr.com/2017/03/seven-feared-dead-benue-renewed-herdsmen-natives-clash/,
,,"MARCH 2, 2017",Gwer Local Government Area of Benue state,"Fulani herdsmen invade Benue community, kill four, sack village",https://www.vanguardngr.com/2017/03/fulani-herdsmen-invade-benue-community-kill-four-sack-village/,
,,"MARCH 2, 2017",Gwer Local Government Area of Benue State,"Herdsmen kill 4 in Benue, as police say its reprisal attack",https://www.vanguardngr.com/2017/03/herdsmen-kill-4-benue-police-say-reprisal-attack/,
,,"FEBRUARY 27, 2017",,FG apologies to South East people over herdsmen activities,https://www.vanguardngr.com/2017/02/fg-apologies-south-east-people-herdsmen-activities/,
,,"FEBRUARY 8, 2017","Ohoro community, Delta State",Herdsmen attack: Police discover remains of missing colleague,https://www.vanguardngr.com/2017/02/herdsmen-attack-police-discover-remains-missing-colleague/,
,,"JANUARY 23, 2017","Ughelli Area Command, Delta State.",Herdsmen engage Delta Police team in gun battle,https://www.vanguardngr.com/2017/01/herdsmen-engage-delta-police-team-gun-battle/,
,,"JANUARY 18, 2017","Ughelli South Local Government Area, Delta State","Alleged rape, attack by herdsmen: Women lay siege to East-West Road", https://www.vanguardngr.com/2017/01/alleged-rape-attack-herdsmen-women-lay-siege-east-west-road/,
,,"JANUARY 17, 2017","Okoti village in Odoekpe, Ogbaru Local Government Area, Anambra State","One killed, three injured as herdsmen, farmers clash in Okoti",https://www.vanguardngr.com/2017/01/one-killed-three-injured-herdsmen-farmers-clash-okoti/,
,,"JANUARY 11, 2017","Eporo, in Emure-Ekiti.",Ekiti court remands 2 herdsmen over alleged destruction of farm crops,https://www.vanguardngr.com/2017/01/ekiti-court-remands-2-herdsmen-alleged-destruction-farm-crops/,
